msg_id,raw_name,quantity,unit,confidence
181725,рассеиватель черный,11,,high
181925,рассеиватель черный,8,,high
97854,рассеиватель чёрный,11,м,high
166212,рассеиватель чёрный,2,м,high
10865,рассеиватель чёрный в световые 3 см,19,м,high
95379,рассеиватель экран flexy screen 14 белый,15,м,high
86239,рассеиватель(поликарбонат) в пк14,21,м,high
124530,рассеиватель/экран тэп для профиля парящего contour-pro led,10,м,high
293927,рассеивательдля свет линии,5,,high
197320,рассеивателя,3,м,medium
219938,рассеивателя,21,м,high
255783,рассеивателя,2,м,high
272145,рассеивателя,2,м,high
79280,рассеивателя в нишу,8,м,high
20924,рассеивателя в парящий,10,м,high
163683,рассеивателя в парящий,10,м,high
163686,рассеивателя в парящий,10,м,high
308020,рассеивателя в пдк,4,м,high
327623,рассеивателя в пк 14,3,м,high
169899,рассеивателя в профиль,23,м,high
174650,рассеивателя в флай 04,2,м,high
303701,рассеивателя в этот карниз,7,м,high
308020,рассеивателя для п60,4,м,high
240106,рассеивателя для парящего,1,м,high
254625,рассеивателя для пк 14,7,м,high
329742,рассеивателя для пк-14,14,м,high
261448,рассеивателя на парящий профиль,48,м,high
207888,рассеивателя на профиль пк 14,4,м,high
184395,рассеивателя на световую 3см,27,м,high
312862,рассеивателя поликарбонатного для линии флекси 5см,8,м,high
189502,рассеивать на светов,27,м,high
285360,рассеиваюещей вставки тэп для профиля alteza contour-pro led,15,м,high
180247,рассеиветель 30 мм,2,,high
224339,рассеяветель,1,,medium
206772,расстановка,10,м,high
315471,ргб + вайт svg,20,м,high
215089,ргб +w svg,15,м,high
266216,ргб лента,10,м,high
51924,ревизионный люк (неокрашенный) скомплектованный 300*300,1,шт,high
294255,ревизионный люк lumfer (неокрашенный) 40*40 см,1,шт,high
218315,ревизионный люк для натяжного потолка 1000х1200 мм,1,шт,medium
289851,ревизионный люк для натяжного потолка 300х300 мм,1,шт,high
289834,ревизионный люк для натяжного потолка 300х500 мм,1,шт,high
289834,ревизионный люк для натяжного потолка 300х500 мм (30х50 см),1,шт,high
213338,ревизионный люк для натяжного потолка 600×800,1,,medium
334954,ревизионный люк под систему гарпун 700х1300 мм,1,шт,medium
187765,регина 2.53×3.55 белый мат,1,,medium
37519,регулировочные уголки флекси,12,шт,high
90519,резерв,50,м,low
66163,резинка,7,м,high
66007,резинка белая,60,м,high
255954,резинка закрывающая щель белая,6,м,high
63450,резинка под разделительный профиль,5,м,high
66104,резинка черная,7,м,high
66143,резинка черная,7,м,high
45332,резиновые перчатки,,,high
179475,реле,2,шт,high
333531,реле на 3фазы,1,шт,high
295771,рессеиввтель жёсткий в флекси линию 1.5 см,1.1,м,high
53945,реш пластик 120е,2,,high
37225,решетк внутренний размер 150,1,шт,medium
225912,решетка (48),2,шт,high
139543,решетка 100,1,шт,medium
163232,решетка 100,2,шт,high
213747,решетка 100,1,шт,high
216481,решетка 100,1,шт,high
140006,решетка 100 пластик,2,шт,high
109955,решетка 100 пластик с кольцом,2,шт,high
129123,решетка 100мм,1,шт,high
76875,решетка 100мм с кольцом,2,шт,high
95459,решетка 48мм,1,шт,high
95557,решетка 48мм,2,шт,high
109955,решетка 50 с кольцом 48,1,шт,high
312059,решетка 80*200,1,шт,high
109995,решетка белая магнитная большая,1,шт,low
219399,решетка белая магнитная с закладной под нее 100мм диаметр,4,шт,high
103222,решетка вент.,1,шт,high
203248,решетка вент. 100,1,шт,high
58112,решетка вентиляционная d125 мм с кольцом пластиковая белая,1,шт,high
289618,решетка вентиляционная d125 мм с кольцом пластиковая белая,2,шт,high
95586,решетка вентиляционная d48 мм с кольцом пластиковая белая,1,шт,high
133859,"решетка вентиляционная d60мм для натяжного потолка ""циклон"" белая",1,шт,high
97026,решетка вентиляшка 50мм,1,,high
325836,решетка грета 125,4,шт,high
134134,решетка магнитная,1,шт,high
215206,решетка магнитная,1,шт,high
195601,решетка магнитная 1 диаметр 100 белая,1,шт,high
126883,решетка магнитная 125,2,шт,high
41357,решетка магнитная 150х55,1,шт,medium
41397,решетка магнитная 150х55,1,шт,high
156331,решетка магнитная 204х60,1,шт,medium
295294,решетка магнитная will 105x150,1,шт,high
188748,решетка магнитная белая 60*200,3,шт,high
312948,решетка магнитная белая d=100,2,шт,high
34397,решетка магнитная белая прямоугольная маленькая,1,шт,high
22676,решетка магнитная вентиляционная  белая 100/125мм 1шт,1,,medium
154483,решетка магнитная вентиляционная с вентилятором 100/125 белая,,,medium
22676,решетка магнитная вентиляционная с вентилятором белая,,,low
33545,решетка магнитная круглая белая 125,4,шт,high
98815,решетка магнитная прямоугольная,1,шт,high
261986,решетка магнитная прямоугольная,1,,medium
258411,решетка магнитная прямоугольная 100х200,2,шт,high
155982,решетка магнитная прямоугольная will 105x245,1,шт,high
174950,решетка магнитная прямоугольная белая,3,шт,high
195359,решетка магнитная прямоугольная под блок,1,шт,high
203572,решетка магнитная прямоугольная самая дешевая,3,шт,high
303886,решетка магнитная прямоугольная черная,1,шт,high
315771,решетка на магните простая 100мм,1,шт,medium
307961,решетка пвх 125мм,1,шт,high
299347,решетка пластиковая 100 диаметра,1,шт,high
39303,решетка пластиковая 100мм,2,шт,high
28638,решетка пластиковая 120,1,шт,high
299347,решетка пластиковая 48 диаметра,1,шт,high
290089,решетка прямоугольная 220*120мм,1,шт,high
33294,решетка прямоугольная машнитная белая,1,шт,high
244647,решетка прямоугольная ≈10х20,2,шт,high
57277,решетка ревизионная магнитная прямоугольная 204х60,6,,high
57330,решетка ревизионная магнитная прямоугольная тип 4 220х75,7,шт,high
28885,решетка средняя прямоугольная,1,шт,high
122000,решетка теневая,1,шт,high
51924,решетка теневая вентиляционная декоративная 100/150,1,шт,high
51924,решетка теневая с вентилятором 100/150,2,шт,high
304984,решетка юлайн 125,1,шт,high
153194,решетка юлайн 85*225 черная,,,medium
215592,решетки,3,шт,medium
225995,решетки (100),5,шт,high
88815,решетки 48 мм,2,шт,high
68429,решетки белые магнитные 20*20,72,шт,high
163273,решетки вент пластиковые 100,2,шт,high
163273,решетки вент пластиковые 125,2,шт,high
90917,решетки гриета 125,2,шт,high
4780,решетки гриета под 150 диаметр трубы,2,шт,high
168416,решетки квадратные,2,шт,high
54322,решетки круглых 125х белых,2,шт,high
127069,решетки магнитные,2,шт,high
126861,решетки магнитные с внутренним диаметром 125,4,шт,high
34077,решетки магнитныз круглых 100мм,2,шт,high
34077,решетки магнитныз круглых 100мм одинаковых,2,шт,high
312926,решетки одинакового рисунка,,,medium
131918,решетки черные,3,шт,high
311633,решетку,1,шт,high
233259,решеток (вытяжки) 100 диаметр,12,,high
2797,решотку 125мм,1,шт,high
314930,решётка 50,6,шт,high
156355,решётка прямоугольная,,,low
233267,решётки (вытяжки) 100 диаметра,12,,high
190652,решётки d 100,1,коробка,high
73892,решётки круглых,2,,high
120025,решётки магнитные улайн круглые д100,4,шт,high
4219,решётки накладные белые диаметр 100,4,шт,high
42731,решётки продолговатые от мультикрафт для блочков,2,шт,high
166018,рещетки 100 магнитные белые,2,шт,high
81382,ризван +7 929 889,6805,,low
31226,ринги 125,11,шт,high
99338,ролик,450,,medium
264303,ролик 410 длина 360,1,шт,high
18736,ролик для вставки,1,,medium
211532,ролик для вставки,1,шт,medium
229521,ролик для вставки tl,1,шт,high
3762,ролик для катания вставки,1,шт,high
81740,ролик для потолочника,1,шт,high
88285,ролик ширина 3 метра,,,low
243813,ролик/вствавщик,50,шт,high
285596,ролики в карниз,700,шт,high
274202,ролики для вставки,3,шт,high
143154,рондо,4,шт,high
86410,рондо airsnap 60 белый,1,шт,high
86685,рондо гриета d100 теневой диффузор,2,шт,high
246960,росеиватель,1,,medium
25668,ру,,,low
28390,ру белая,6,шт,high
28561,ру белая,4,м,high
28651,ру белая,6,м,high
28884,ру белая,8,,high
28884,ру белая,8,м,high
29037,ру белая,4,,high
29489,ру белая,2,м,high
30125,ру белая,16,,high
30182,ру белая,16,м,high
53659,ру белая,2,м,high
75566,ру вставка,4,м,high
158185,ру вставка,13,м,high
157945,ру вставка белая,15,м,high
299916,ру вставка белая,17,м,high
157853,ру вставка черная,25,м,high
158113,ру вставка черная,12,м,high
158292,ру вставка черная,4,м,high
109893,ру заглушка белая,3.5,м,high
34100,ру черная,13,м,high
28803,ру чёрная,4,м,high
29226,ру чёрная,4,,high
29549,ру чёрная,4,м,high
30886,ру чёрная,6,м,high
53783,ру чёрная,2,м,high
54968,ру чёрная,24,м,high
294788,ружка,18,м,high
334774,ружка,4,м,high
139527,ружка белая,12,м,high
274409,ружка белая,10,м,high
294684,ружка белая,16,м,high
139786,ружка белая в пк14,20,м,high
273645,ружка черная,10,м,high
294684,ружка черная,12,м,high
29655,рул гофракартона,4,,high
29721,рул плёнка,3,,high
29655,рул скотч малярный,4,,high
30125,рул укрывной пленки,3,,high
30230,рул укрывной пленки,2,,high
163210,руллон плёнки укрывочной со скотчем,1,,high
203517,рулон пленки укрывной,1,,high
203517,рулон пленки укрывной,1,шт,high
134390,руфта,4,м,high
134423,руфта,4,м,high
45307,ручки,,,high
46263,ручки,1,шт,medium
46263,ручки,,,medium
264101,"ручной радиальный карниз профиль trietex 2-х составной 442,5см",1,,high
1591,рушка,20,м,high
1837,рушка,4,м,high
17300,рушка,4,м,high
17430,рушка,4,м,high
18540,рушка,4,м,high
18581,рушка,4,м,high
18680,рушка,4,м,high
18748,рушка,7,м,high
18853,рушка,4,м,high
42524,рушка,7,м,high
49797,рушка,4,,high
80279,рушка,2,м,high
85860,рушка,20,м,high
90004,рушка,3,м,high
90395,рушка,5,м,high
132620,рушка,3,м,high
132638,рушка,4,м,high
133054,рушка,28,м,high
133164,рушка,6,м,high
133420,рушка,17,м,high
133442,рушка,23,м,high
133485,рушка,14,,medium
139385,рушка,12,м,high
139424,рушка,8,м,high
139731,рушка,7,м,high
141633,рушка,3,м,high
141827,рушка,16,м,high
143281,рушка,8,м,high
143325,рушка,13,м,high
152558,рушка,11,м,high
152570,рушка,2,м,high
152615,рушка,4,м,high
152633,рушка,12,м,high
198686,рушка,10.5,м,high
206135,рушка,7,м,high
206232,рушка,8,м,high
210443,рушка,15,м,high
277856,рушка,2,м,high
293614,рушка,6,м,high
310261,рушка,40,м,high
310273,рушка,20,м,high
313608,рушка,6,м,high
324962,рушка,13,м,high
152590,рушка бел,3,м,high
24124,рушка белая,13,м,high
139965,рушка белая,7,м,high
141620,рушка белая,12,м,high
141914,рушка белая,6,м,high
152650,рушка белая,4,м,high
305912,рушка белая,4,м,high
305925,рушка белая,4,м,high
306039,рушка белая,6,м,high
341042,рушка белая,2,,high
133026,рушка по длине,,,medium
132657,рушка по длине туда и обратно,,,medium
132651,рушка туда и обратно,,,medium
133003,рушка туда и обратно,,,medium
132933,рушка туда обратно,,,low
132256,рушка черная,4,м,high
133413,рушка черная,20,м,high
139837,рушка черная,20,м,high
152590,рушка черная,4,м,high
152650,рушка черная,4,м,high
160410,рушка черная,4,м,high
195332,рушка черная,10,м,high
195460,рушка черная,11,м,high
305912,рушка черная,5,м,high
169720,рушка черная не нужна!,,,low
1979,рушки,8,м,high
17391,рушки,4,м,high
17392,рушки,4,м,high
42343,рушки,10,м,high
42413,рушки,8,м,high
132575,рушки,2,м,high
212665,рушки в пк 14,11,м,high
309754,рушки для 205 гардины,10,м,high
80287,рушку,2,м,high
90215,рушку,4,м,high
18464,рушку черную,12,м,high
74110,рушку черную,4,м,high
246306,с 9,10,,high
290269,с вентилятором 125мм,2,шт,high
333614,с востряковского проезда,,,low
277059,с демпферами-вставками для ткани 2 метра,24,шт,medium
90506,с доставкой,50,м,low
325558,с доставкой,,,low
330910,с доставкой на,10.03,,medium
246269,с доставкой на завтра с 9,10,,high
246271,с доставкой на завтра с 9,10,,high
234031,с доставкой троицкая,1,,low
7736,с кольцом и без по,2,пачка,high
319462,с контурным отбой,,,low
124,с пресс шайбой и буром 16,300,,medium
183205,с провода,18,м,medium
90237,с рассеивателем,8,м,low
96291,с рассеивателем черного,12,м,medium
4860,с теплыми лампами,2,шт,medium
339001,с юга,30,шт,low
339001,с юга 30 шт,30,шт,low
168172,самарезы 41 по дереву и дюбиля по,1000,шт,high
64225,самлрезы с прессшайбой 13мм,1,коробка,high
81740,саморез 10мм,500,шт,high
19680,саморез 25,1,кг,high
19898,саморез 25,300,шт,high
20306,саморез 25,3,,high
177459,саморез 25,2,кг,high
239268,саморез 25,500,,high
338773,саморез 25,500,,high
200665,саморез 25 мм,2,кг,high
231604,"саморез 3,5 на 35",1,кг,high
5400,"саморез 3,5*35 мм",3,кг,high
5579,"саморез 3,5*35 мм",730,шт,high
5729,"саморез 3,5*35 мм",1,кг,high
5953,"саморез 3,5*35 мм",2,кг,high
5991,"саморез 3,5*35 мм",578,шт,high
6138,"саморез 3,5*35 мм","0,5",кг,high
6164,"саморез 3,5*35 мм",1,кг,high
6226,"саморез 3,5*35 мм",1492,шт,high
6290,"саморез 3,5*35 мм",731,шт,high
288998,"саморез 3,5*35 мм",1410,шт,high
288999,"саморез 3,5*35 мм",1410,шт,high
5968,"саморез 3,5*35 мм (570шт в кг)",1,шт,high
167051,"саморез 3,5х35",1,кг,high
208358,"саморез 3,5х9,5 острый",500,шт,high
6363,саморез 3.5/35 крупный шаг,2,кг,high
7629,саморез 31 с пресшайбой острый,,,high
103222,саморез 32мм,1,уп,high
63,саморез 35,1,уп,high
11504,саморез 35,1,коробка,high
17268,саморез 35,2,кг,high
18514,саморез 35,1,пачка,high
19598,саморез 35,2,шт,high
20306,саморез 35,3,,high
29073,саморез 35,1,пачка,high
29442,саморез 35,1,пачка,high
29655,саморез 35,1,пачка,high
29892,саморез 35,1,пачка,high
37371,саморез 35,1,кг,high
43176,саморез 35,2,кг,high
43205,саморез 35,2,кг,high
43315,саморез 35,2,кг,high
43527,саморез 35,2.5,кг,high
43639,саморез 35,2.5,кг,high
43751,саморез 35,2,кг,high
43849,саморез 35,3,шт,high
44017,саморез 35,2,кг,high
44129,саморез 35,,,medium
44350,саморез 35,1,уп,high
49004,саморез 35,2,кг,high
54625,саморез 35,1.8,кг,high
74110,саморез 35,1,кг,high
88067,саморез 35,2,кг,high
100212,саморез 35,1,уп,high
100493,саморез 35,1,шт,high
157110,саморез 35,1,уп,high
170974,саморез 35,1,кг,high
177459,саморез 35,2,кг,high
180563,саморез 35,1,пачка,high
188956,саморез 35,2,коробка,high
208358,саморез 35,1000,шт,high
239268,саморез 35,500,,high
260133,саморез 35,1,коробка,high
299627,саморез 35,1,уп,high
302645,саморез 35,3,коробка,high
302765,саморез 35,6,коробка,high
303055,саморез 35,2.5,кг,high
305351,саморез 35,2,кг,high
315091,саморез 35,2,пачка,medium
324063,саморез 35,1,уп,high
328585,саморез 35,1,пачка,high
338773,саморез 35,500,,high
43446,саморез 35 - 2.3 кг,,,low
316997,саморез 35 дерево,2,кг,high
72725,саморез 35 желтые,1,кг,high
127319,саморез 35 жёлтый,2,кг,high
157616,саморез 35 по дереву,2,кг,high
161178,саморез 35*35,2,кг,high
161152,саморез 35*35 – 2кг,,,low
139075,саморез 35е,1,кг,high
336816,саморез 35е,1,кг,high
54968,саморез 35й,10,кг,high
74314,саморез 35мм,1,пачка,high
200567,саморез 35мм,1,шт,high
28824,саморез 35х,1,пачка,high
28968,саморез 35х,1,пачка,high
29056,саморез 35х,1,пачка,high
29224,саморез 35х,1,пачка,high
30744,саморез 35х,1,коробка,high
74962,саморез 35ый,1,пачка,high
75444,саморез 35ый,1,пачка,high
8442,саморез 41,1,кг,high
30980,саморез 41,1,уп,high
37438,саморез 41,1,пачка,high
179020,саморез 41,2,пачка,high
235328,саморез 41,1000,,high
279112,саморез 41,2,кг,high
89493,саморез 41 по дереву,2,кг,high
191455,саморез 41мм,2,кг,high
71934,саморез 75мм по дереву,50,,high
71936,саморез 75мм по дереву,50,,high
71939,саморез 75мм по дереву,50,,high
72252,саморез 90 мм по дереву,150,шт,medium
161050,саморез клоп,200,гр,high
167051,саморез клоп,0.5,кг,high
299627,саморез клоп,200,,high
299627,саморез клоп,200,г,high
292733,саморез клоп 3.5/9.5,1,кг,high
3227,саморез клопы,300,шт,high
99363,саморез клопы 3*11мм цинк с сверлом,,,medium
99363,"саморез клопы 3.5*9,5мм цинк",,,medium
54968,саморез клопы острые,2,кг,high
29892,саморез острый с пш,300,,high
71385,саморез по дереву 35,1,кг,high
71415,саморез по дереву 35,1,кг,high
140998,саморез по дереву 35 мм,1,кг,high
140999,саморез по дереву 35 мм,1,кг,high
140998,саморез по дереву 41 мм,1,кг,high
140999,саморез по дереву 41 мм,1,кг,high
313963,саморез по дереву 41мм,1,уп,high
313990,саморез по дереву51мм -1уп,,,low
314045,саморез по дереву51мм -1уп,,,low
5579,"саморез по металлу 3,5*9,5 мм",296,шт,high
5729,"саморез по металлу 3,5*9,5 мм",0.3,кг,high
5991,"саморез по металлу 3,5*9,5 мм",136,шт,high
6138,"саморез по металлу 3,5*9,5 мм","0,1",кг,high
6164,"саморез по металлу 3,5*9,5 мм",0.2,кг,high
6226,"саморез по металлу 3,5*9,5 мм",360,шт,high
5400,"саморез по металлу 3,5*9,5 мм острый",0.5,кг,high
53783,саморез пш 13 со сверлом,500,гр,high
29565,саморез пш сверло,300,шт,high
29148,саморез пш со сверлом,1000,гр,high
53814,саморез пш со сверлом,2,кг,high
55084,саморез пш со сверлом 19,1,кг,high
5400,"саморез с прессшайбой со сверлом 4,2*16 мм",0.2,кг,high
5603,"саморез с прессшайбой со сверлом 4,2*16 мм",221,шт,high
5729,"саморез с прессшайбой со сверлом 4,2*16 мм",0.5,кг,high
5953,"саморез с прессшайбой со сверлом 4,2*16 мм",0.1,кг,high
6164,"саморез с прессшайбой со сверлом 4,2*16 мм",129,шт,high
6226,"саморез с прессшайбой со сверлом 4,2*16 мм",174,шт,high
6290,"саморез с прессшайбой со сверлом 4,2*16 мм",204,шт,high
288998,"саморез с прессшайбой со сверлом 4,2*16 мм",234,шт,high
288999,"саморез с прессшайбой со сверлом 4,2*16 мм",234,шт,high
5479,"саморез с прессшайбой со сверлом 4,2*16 мм (600шт в кг)",0.3,кг,high
5968,"саморез с прессшайбой со сверлом 4,2*16 мм (600шт в кг)",0.5,шт,high
6082,"саморез с прессшайбой со сверлом 4,2*16 мм (600шт в кг)",56,шт,high
5953,"саморез с прессшайбой со сверлом 4,2*16 мм 2",0.6,кг,high
19898,саморез с пресшайбой 13 со сверлом,100,шт,high
20224,саморез с пресшайбой 4.2/38 острые,2,,high
54395,саморез с пш со сверлом,2,кг,high
54968,саморез с пш со сверлом,2,кг,high
29892,саморез со сверлом пш16,300,,high
30496,саморез со сверлом с пш,2,кг,high
282332,саморез черный 41мм,1,кг,high
234925,"саморез черный м2, 9х15",400,шт,high
20581,саморез35,1,коробка,high
227232,"саморезики 9,5х11",1,пакет,high
342010,саморезов 25 (большие),2,пачка,high
30529,саморезов 25х,1,кг,high
111016,"саморезов 3,5",1,кг,high
311735,"саморезов 3,5х",1,кг,high
54992,саморезов 35,2,пачка,high
64894,саморезов 35,2,пачка,high
152849,саморезов 35,1,пачка,high
160191,саморезов 35,1,,high
290294,саморезов 35,1,пачка,high
292882,саморезов 35,5,кг,high
327362,саморезов 35,1,коробка,high
342010,саморезов 35 (большие),2,пачка,high
122212,саморезов 35 большую,1,коробка,high
71142,саморезов 35 мм,1,пачка,high
17662,саморезов 35мм,2,кг,high
75025,саморезов 35мм,1,пачка,high
39767,саморезов 35мм большие,2,пачка,high
28081,саморезов 35х,1,кг,high
28762,саморезов 35х,1,пачка,high
29590,саморезов 35х,1,пачка,high
29630,саморезов 35х,1,пачка,high
29637,саморезов 35х,1,пачка,high
29647,саморезов 35х,1,пачка,high
29826,саморезов 35х,1,пачка,high
30122,саморезов 35х,1,пачка,high
30243,саморезов 35х,1,пачка,high
30316,саморезов 35х,1,пачка,high
54958,саморезов 35х,4,пачка,high
122814,саморезов 35х,2,пачка,high
5351,саморезов 4.2х16 с прессшайбой и сверлом,0.3,кг,high
331472,саморезов 41,1,коробка,high
53783,саморезов 41х,1,пачка,high
331356,саморезов 41х,1,коробка,high
331604,саморезов 42х черных,1,коробка,high
331680,саморезов белых с прессшайбой,1,уп,high
28651,саморезов дерево,1,пачка,high
138974,саморезов клопов для закладных,100,г,high
28824,саморезов пш со сверлом,300,,high
5023,саморезов с пресс шайбой и сверлом 32мм,0.5,кг,high
28436,саморезов с пш острые 500гр,500,г,high
44781,саморезы,2,,high
53164,саморезы,41,уп,high
133179,саморезы,2.35,кг,high
135904,саморезы,1,пачка,medium
139731,саморезы,1,кг,high
141620,саморезы,2,кг,high
165003,саморезы,2,кг,high
191935,саморезы,1,кг,high
196385,саморезы,35,уп,high
208233,саморезы,1,уп,high
226183,саморезы,1,шт,high
233695,саморезы,1,уп,high
235166,саморезы,10,шт,medium
236490,саморезы,0.5,шт,high
266526,саморезы,1,кг,high
272887,саморезы,1,кг,high
277476,саморезы,,,low
294684,саморезы,4,кг,high
310002,саморезы,1,уп,high
245118,саморезы (клопы) с пресшайбой с сверлом 13,200,шт,high
290294,саморезы 13 с бурчиком для металла,500,гр,high
65056,саморезы 16 по метталу со сверлом и прессшайбой,3,коробка,high
17211,саморезы 25,1,пачка,high
86370,саморезы 25,,,medium
93314,саморезы 25,0.5,кг,high
93324,саморезы 25,0.5,кг,high
186073,саморезы 25,2.5,кг,high
303909,саморезы 25,1000,шт,high
307021,саморезы 25,1,кг,high
311092,саморезы 25,0.5,кг,high
321474,саморезы 25,1,пачка,high
337619,саморезы 25,1,кг,high
55347,саморезы 25 мм,1,уп,high
197250,саморезы 25 мм по дереву,200,шт,high
126916,саморезы 25-е,1,пачка,high
226064,саморезы 25-е,400,шт,high
86212,саморезы 25е,1,пачка,high
86247,саморезы 25е,1,пачка,high
86601,саморезы 25е,2.7,пачка,medium
86724,саморезы 25е,2.7,кг,high
86839,саморезы 25е,1,пачка,high
245569,саморезы 25е,2,кг,high
127818,саморезы 25мм,1,коробка,high
128040,саморезы 25мм коробка,,,low
2112,саморезы 25ые,0.5,кг,high
270059,"саморезы 3,5х35",1,кг,high
320442,саморезы 3.5х35 черные,2,кг,high
289486,саморезы 3.5х35 черные 3.79 кг,1,шт,high
289734,саморезы 3.5х35 черные 3.79 кг,1,шт,high
102465,саморезы 3.5х41,1,уп,high
202228,саморезы 3.5х41 черные,2.07,кг,high
202228,саморезы 3.5х41 черные 2.07 кг,1,уп,high
306937,саморезы 300 грам 25,,,medium
233263,саморезы 31,,,medium
323720,саморезы 31,1,пачка,high
175311,саморезы 32 или 35,1,пачка,high
57668,саморезы 32 по металлу,,,medium
319317,саморезы 32/35,1,коробка,high
291,саморезы 35,2,коробка,high
3288,саморезы 35,1,уп,high
17211,саморезы 35,1,пачка,high
17406,саморезы 35,2,коробка,high
17740,саморезы 35,1,пачка,high
18574,саморезы 35,,,medium
19867,саморезы 35,1,коробка,high
26502,саморезы 35,4,кг,high
28471,саморезы 35,1,пачка,high
54821,саморезы 35,1,коробка,high
61650,саморезы 35,1,уп,high
61784,саморезы 35,1,пачка,high
64322,саморезы 35,3,пачка,high
64434,саморезы 35,2,пачка,high
64894,саморезы 35,2,пачка,high
65266,саморезы 35,1,уп,high
65278,саморезы 35,1,пачка,high
70281,саморезы 35,2,кг,high
70651,саморезы 35,2,,high
74461,саморезы 35,1,кг,high
77873,саморезы 35,10,кг,high
78036,саморезы 35,5,кг,high
79245,саморезы 35,3,кг,high
92993,саморезы 35,2,кг,high
93314,саморезы 35,1,кг,high
93324,саморезы 35,2,кг,high
93400,саморезы 35,1,кг,high
93445,саморезы 35,1,кг,high
94710,саморезы 35,1,уп,high
100346,саморезы 35,1,уп,high
106330,саморезы 35,1,кг,high
106359,саморезы 35,1,кг,high
106606,саморезы 35,1,кг,high
106811,саморезы 35,1,кг,high
107120,саморезы 35,1,кг,high
110957,саморезы 35,1,пачка,high
111001,саморезы 35,1,пачка,high
111941,саморезы 35,,,medium
112361,саморезы 35,1,кг,high
128356,саморезы 35,3,кг,high
132992,саморезы 35,1.8,кг,high
141766,саморезы 35,1,уп,high
143331,саморезы 35,2,кг,high
155111,саморезы 35,500,шт,high
156023,саморезы 35,2,уп,high
156121,саморезы 35,1,уп,high
156229,саморезы 35,1,уп,high
156369,саморезы 35,1,уп,high
156455,саморезы 35,2,кг,high
156457,саморезы 35,1,уп,high
156506,саморезы 35,1,уп,high
156539,саморезы 35,1,уп,high
156918,саморезы 35,1,уп,high
156992,саморезы 35,1,уп,high
157001,саморезы 35,1,уп,high
157102,саморезы 35,1,уп,high
174760,саморезы 35,1,шт,high
181067,саморезы 35,1,пачка,high
181161,саморезы 35,2,пачка,high
186073,саморезы 35,5,кг,high
188825,саморезы 35,1,пачка,high
189264,саморезы 35,2,кг,high
189555,саморезы 35,4,кг,high
197543,саморезы 35,1,,medium
203506,саморезы 35,1,кг,high
203635,саморезы 35,1,кг,high
206232,саморезы 35,1,шт,high
207497,саморезы 35,1,пачка,high
211305,саморезы 35,1,кг,high
213776,саморезы 35,1,пачка,high
221964,саморезы 35,1.5,кг,high
222080,саморезы 35,2,кг,high
222250,саморезы 35,1,шт,medium
226150,саморезы 35,,,medium
243636,саморезы 35,1,уп,high
248120,саморезы 35,1,пачка,high
263089,саморезы 35,1,пачка,high
265057,саморезы 35,1,уп,high
295005,саморезы 35,1,уп,high
295147,саморезы 35,1,уп,high
295234,саморезы 35,1,уп,high
295268,саморезы 35,1,уп,high
295408,саморезы 35,1,уп,high
303909,саморезы 35,1000,шт,high
307021,саморезы 35,1,уп,high
307782,саморезы 35,2,кг,high
311058,саморезы 35,2,кг,high
311399,саморезы 35,3,кг,high
314743,саморезы 35,1.5,кг,high
314972,саморезы 35,2,кг,high
321536,саморезы 35,2,кг,high
329479,саморезы 35,1,уп,high
169734,саморезы 35 -2кг,,,low
86025,саморезы 35 золотые,1,уп,high
55319,саморезы 35 мм,1,уп,high
181006,саморезы 35 мм,1,пачка,high
182467,саморезы 35 мм,2,пачка,high
309372,саморезы 35 мм черные,1,коробка,high
141745,саморезы 35 острые,5,кг,high
57668,саморезы 35 по дереву,,,low
97989,саморезы 35 по дереву,1,кг,high
57668,саморезы 35 по металлу,,,low
253333,саморезы 35 тые,100,шт,high
63932,саморезы 35-е,,,medium
126916,саморезы 35-е,1,пачка,high
7751,саморезы 35е,1,шт,high
21042,саморезы 35е,1,пачка,high
21518,саморезы 35е,1,пачка,high
120533,саморезы 35е,3,пачки,high
123008,саморезы 35е,1,кг,high
163854,саморезы 35е,1,пачка,high
163856,саморезы 35е,1,пачка,high
274377,саморезы 35е,2.5,кг,high
294907,саморезы 35е,2,кг,high
302883,саморезы 35е,3,коробка,high
70519,саморезы 35мм,1,кг,high
74259,саморезы 35мм,1,пачка,high
74421,саморезы 35мм,2.35,кг,high
75025,саморезы 35мм,1,пачка,high
75118,саморезы 35мм,1,пачка,high
75640,саморезы 35мм,1,пачка,high
76570,саморезы 35мм,1,пачка,high
122765,саморезы 35мм,1,пачка,high
127818,саморезы 35мм,1,коробка,high
156191,саморезы 35мм,1,кг,high
156831,саморезы 35мм,1,кг,high
295453,саморезы 35мм,2,кг,high
319214,саморезы 35мм,3,пачка,high
332040,саморезы 35мм,1,пачка,high
251187,саморезы 35мм 2.35кг,1,пачка,high
339385,саморезы 35мм 2.5кг,1,уп,high
74273,саморезы 35мм золотые,1,пачка,high
157420,саморезы 35мм по дереву,1,уп,high
192275,саморезы 35мм черные,2,уп,medium
192370,саморезы 35мм черные,2,кг,high
192423,саморезы 35мм черные,2,кг,high
53424,саморезы 35х,2,пачка,high
266812,саморезы 35х41,1,уп,high
1708,саморезы 35ые,1,кг,high
164919,"саморезы 4,2",1,кг,high
289810,саморезы 4.2х76 черные 2.94 кг,1,,high
197287,саморезы 40 мм,300,шт,high
